Guideline Name,Name,Related Chemicals,Text,Implications,Lookup Key
"Annotation of CPIC Guideline for amitriptyline and CYP2C19, CYP2D6",Recommendation PA166296983,amitriptyline,"<p>Consider a 25% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.</p>
",CYP2C19: Reduced metabolism of tertiary amines compared to normal metabolizers; CYP2D6: Reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects,CYP2D6=0.25; CYP2C19=Intermediate Metabolizer
"Annotation of CPIC Guideline for amitriptyline and CYP2C19, CYP2D6",Recommendation PA166297187,amitriptyline,"<p>Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.</p>
",CYP2C19: n/a; CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure,CYP2D6=4.0; CYP2C19=No Result
"Annotation of CPIC Guideline for amitriptyline and CYP2C19, CYP2D6",Recommendation PA166297042,amitriptyline,"<p>Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations
for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.</p>
",CYP2C19: Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects; CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure,CYP2D6=3.0; CYP2C19=Poor Metabolizer
"Annotation of CPIC Guideline for amitriptyline and CYP2C19, CYP2D6",Recommendation PA166296996,amitriptyline,"<p>Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.</p>
",CYP2C19: Reduced metabolism of tertiary amines compared to normal metabolizers; CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure,CYP2D6=4.0; CYP2C19=Intermediate Metabolizer
"Annotation of CPIC Guideline for amitriptyline and CYP2C19, CYP2D6",Recommendation Annotation PA166301338,amitriptyline,.,,CYP2D6=xN combinations; CYP2C19=Normal Metabolizer
"Annotation of CPIC Guideline for amitriptyline and CYP2C19, CYP2D6",Recommendation PA166297077,amitriptyline,"<p>Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.</p>
",CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects; CYP2D6: n/a,CYP2D6=n/a; CYP2C19=Rapid Metabolizer
"Annotation of CPIC Guideline for amitriptyline and CYP2C19, CYP2D6",Recommendation PA166297174,amitriptyline,"<p>Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.</p>
",CYP2C19: n/a; CYP2D6: Reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects,CYP2D6=0.25; CYP2C19=No Result
"Annotation of CPIC Guideline for amitriptyline and CYP2C19, CYP2D6",Recommendation PA166297064,amitriptyline,"<p>Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.</p>
",CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects; CYP2D6: Greatly reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects,CYP2D6=0.0; CYP2C19=Rapid Metabolizer
"Annotation of CPIC Guideline for amitriptyline and CYP2C19, CYP2D6",Recommendation PA166297161,amitriptyline,"<p>Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations
for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.</p>
",CYP2C19: Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects; CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure,CYP2D6=3.0; CYP2C19=Likely Poor Metabolizer
"Annotation of CPIC Guideline for amitriptyline and CYP2C19, CYP2D6",Recommendation PA166297156,amitriptyline,"<p>Avoid amitriptyline use. If amitripyline is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations
for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.</p>
",CYP2C19: Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects; CYP2D6: Normal metabolism of TCAs,CYP2D6=2.0; CYP2C19=Likely Poor Metabolizer
"Annotation of CPIC Guideline for amitriptyline and CYP2C19, CYP2D6",Recommendation PA166297011,amitriptyline,"<p>Initiate therapy with recommended starting dose.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.</p>
",CYP2C19: Normal metabolism of tertiary amines; CYP2D6: Normal metabolism of TCAs,CYP2D6=1.25; CYP2C19=Normal Metabolizer
"Annotation of CPIC Guideline for amitriptyline and CYP2C19, CYP2D6",Recommendation PA166297059,amitriptyline,"<p>Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment.</p>
<h4 id=""other-considerations"">Other Considerations</h4>
<p>Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.</p>
",CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects; CYP2D6: Normal metabolism of TCAs,CYP2D6=1.25; CYP2C19=Rapid Metabolizer
